Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)
ENSMUSG00000020349	Ppp2ca	ENSG00000113575	PPP2CA	5	134194332	134226073
ENSMUSG00000022564	Grina	ENSG00000178719	GRINA	8	143990056	143993415
ENSMUSG00000028898	Trnau1ap	ENSG00000180098	TRNAU1AP	1	28553085	28578545
ENSMUSG00000042303	Sgsm3	ENSG00000100359	SGSM3	22	40370591	40410289
ENSMUSG00000030806	Stx1b	ENSG00000099365	STX1B	16	30989256	31010638
ENSMUSG00000066861	Oas1g	ENSG00000089127	AC004551.1	12	112906783	112933222
ENSMUSG00000026354	Lct	ENSG00000115850	LCT	2	135787850	135837184
ENSMUSG00000027351	Spred1	ENSG00000166068	SPRED1	15	38252836	38357249
ENSMUSG00000045281	Gpr20	ENSG00000204882	GPR20	8	141356500	141367267
ENSMUSG00000004815	Dgkq	ENSG00000145214	DGKQ	4	958887	986895
ENSMUSG00000037375	Hhat	ENSG00000054392	HHAT	1	210328252	210676296
ENSMUSG00000024248	Cox7a2l	ENSG00000115944	COX7A2L	2	42333546	42425088
ENSMUSG00000031953	Tmem170	ENSG00000166822	TMEM170A	16	75443054	75465497
ENSMUSG00000050552	Lamtor4	ENSG00000188186	LAMTOR4	7	100148907	100155944
ENSMUSG00000005533	Igf1r	ENSG00000140443	IGF1R	15	98648539	98964530
ENSMUSG00000010025	Aldh3a2	ENSG00000072210	ALDH3A2	17	19648136	19677598
ENSMUSG00000026567	Adcy10	ENSG00000143199	ADCY10	1	167809388	167914215
ENSMUSG00000042229	Rabif	ENSG00000183155	RABIF	1	202878957	202889135
ENSMUSG00000057706	Mex3b	ENSG00000183496	MEX3B	15	82041778	82046119
ENSMUSG00000038453	Srcin1	ENSG00000277363	SRCIN1	17	38530031	38605952
ENSMUSG00000021684	Pde8b	ENSG00000113231	PDE8B	5	77210449	77429807
ENSMUSG00000021684	Pde8b	ENSG00000284762	AC022414.1	5	77086732	77427124
ENSMUSG00000040310	Alx4	ENSG00000052850	ALX4	11	44260440	44310139
ENSMUSG00000006941	Eif1b	ENSG00000114784	EIF1B	3	40309707	40312424
ENSMUSG00000020167	Tcf3	ENSG00000071564	TCF3	19	1609290	1652615
ENSMUSG00000021709	Erbin	ENSG00000112851	ERBIN	5	65926475	66082549
ENSMUSG00000027198	Ext2	ENSG00000151348	EXT2	11	44095673	44251981
ENSMUSG00000048126	Col6a3	ENSG00000163359	COL6A3	2	237324003	237414375
ENSMUSG00000017754	Pltp	ENSG00000100979	PLTP	20	45898621	45912155
ENSMUSG00000036641	Ccdc148	ENSG00000153237	CCDC148	2	158171081	158456753
ENSMUSG00000019303	Psmc3ip	ENSG00000131470	PSMC3IP	17	42572315	42577831
ENSMUSG00000027326	Knl1	ENSG00000137812	KNL1	15	40594020	40664342
ENSMUSG00000024811	Tnks2	ENSG00000107854	TNKS2	10	91798426	91865475
ENSMUSG00000018923	Med11	ENSG00000161920	MED11	17	4731428	4733607
ENSMUSG00000034227	Foxj1	ENSG00000129654	FOXJ1	17	76136333	76141245
ENSMUSG00000048070	Pirt	ENSG00000233670	PIRT	17	10822470	10838087
ENSMUSG00000023150	Ivns1abp	ENSG00000116679	IVNS1ABP	1	185296388	185317273
ENSMUSG00000085683	Tmem238l	ENSG00000263429	TMEM238L	17	10794913	10804099
ENSMUSG00000073435	Nme3	ENSG00000103024	NME3	16	1770286	1771730
ENSMUSG00000027349	Fam98b	ENSG00000171262	FAM98B	15	38454127	38487710
ENSMUSG00000045896	Paip2b	ENSG00000124374	PAIP2B	2	71182738	71227103
ENSMUSG00000058248	Kcnh1	ENSG00000284299	AL590132.1	1	210858125	211134146
ENSMUSG00000058248	Kcnh1	ENSG00000143473	KCNH1	1	210676823	211134165
ENSMUSG00000058248	Kcnh1	ENSG00000283952	AC092017.3	1	211082872	211188533
ENSMUSG00000052949	Rnf157	ENSG00000141576	RNF157	17	76142465	76240493
ENSMUSG00000024163	Mapk8ip3	ENSG00000138834	MAPK8IP3	16	1706183	1770317
ENSMUSG00000018920	Cxcl16	ENSG00000161921	CXCL16	17	4733533	4739928
ENSMUSG00000046733	Gprc5a	ENSG00000013588	GPRC5A	12	12890782	12917937
ENSMUSG00000037949	Ano10	ENSG00000160746	ANO10	3	43354859	43691594
ENSMUSG00000054855	Rnd1	ENSG00000172602	RND1	12	48857145	48865870
ENSMUSG00000029178	Klf3	ENSG00000109787	KLF3	4	38664197	38701517
ENSMUSG00000041660	Bbox1	ENSG00000129151	BBOX1	11	27040725	27127809
ENSMUSG00000040829	Zmynd15	ENSG00000141497	ZMYND15	17	4739833	4746119
ENSMUSG00000063077	Kif1b	ENSG00000054523	KIF1B	1	10210805	10381603
ENSMUSG00000010476	Ebf3	ENSG00000108001	EBF3	10	129835283	129963841
ENSMUSG00000033543	Gtf2a2	ENSG00000140307	GTF2A2	15	59638062	59657541
ENSMUSG00000061578	Ksr2	ENSG00000171435	KSR2	12	117453012	117968983
ENSMUSG00000031951	Tmem231	ENSG00000205084	TMEM231	16	75536741	75556268
ENSMUSG00000003354	Ccdc65	ENSG00000139537	CCDC65	12	48904110	48931840
ENSMUSG00000000544	Gpa33	ENSG00000143167	GPA33	1	167052836	167166479
ENSMUSG00000026355	Mcm6	ENSG00000076003	MCM6	2	135839626	135876443
ENSMUSG00000115378	Gm39653	ENSG00000235118	FAM237A	2	206642412	206649011
ENSMUSG00000069085	Dytn	ENSG00000232125	DYTN	2	206651621	206718396
ENSMUSG00000035011	Zbtb7a	ENSG00000178951	ZBTB7A	19	4043303	4066899
ENSMUSG00000049653	Spatc1	ENSG00000186583	SPATC1	8	144012414	144047085
ENSMUSG00000013495	Tmem175	ENSG00000127419	TMEM175	4	932387	958656
ENSMUSG00000037706	Cd81	ENSG00000110651	CD81	11	2376177	2397419
ENSMUSG00000036026	Tmem63b	ENSG00000137216	TMEM63B	6	44126914	44155519
ENSMUSG00000046768	Rhoj	ENSG00000126785	RHOJ	14	63204114	63293508
ENSMUSG00000053469	Tg	ENSG00000042832	TG	8	132866958	133134903
ENSMUSG00000042292	Mrtfa	ENSG00000196588	MRTFA	22	40410281	40636719
ENSMUSG00000024256	Adcyap1	ENSG00000141433	ADCYAP1	18	904871	912172
ENSMUSG00000063229	Ldha	ENSG00000134333	LDHA	11	18394560	18408425
ENSMUSG00000029073	Cptp	ENSG00000224051	CPTP	1	1324756	1328896
ENSMUSG00000079299	Klrb1	ENSG00000111796	KLRB1	12	9594551	9607886
ENSMUSG00000038085	Cnbd2	ENSG00000149646	CNBD2	20	35954564	36030700
ENSMUSG00000027333	Smox	ENSG00000088826	SMOX	20	4120980	4187747
ENSMUSG00000025915	Sgk3	ENSG00000104205	SGK3	8	66667552	66862022
ENSMUSG00000003279	Dlgap1	ENSG00000170579	DLGAP1	18	3496032	4455307
ENSMUSG00000047632	Fgfbp3	ENSG00000174721	FGFBP3	10	91906589	91909483
ENSMUSG00000030205	Gprc5d	ENSG00000111291	GPRC5D	12	12940775	12952147
ENSMUSG00000017760	Ctsa	ENSG00000064601	CTSA	20	45890144	45898820
ENSMUSG00000003355	Fkbp11	ENSG00000134285	FKBP11	12	48921518	48926474
ENSMUSG00000021662	Arhgef28	ENSG00000214944	ARHGEF28	5	73626158	73941993
ENSMUSG00000046229	Scand1	ENSG00000171222	SCAND1	20	35953617	35959472
ENSMUSG00000052293	Taf9	ENSG00000273841	TAF9	5	69364743	69370013
ENSMUSG00000046959	Slc26a1	ENSG00000145217	SLC26A1	4	979073	993440
ENSMUSG00000020063	Sirt1	ENSG00000096717	SIRT1	10	67884656	67918390
ENSMUSG00000021635	Rad17	ENSG00000152942	RAD17	5	69369293	69414801
ENSMUSG00000029510	Gpc2	ENSG00000213420	GPC2	7	100169606	100177381
ENSMUSG00000050628	Ubald2	ENSG00000185262	UBALD2	17	76265348	76271298
ENSMUSG00000045053	Kcng3	ENSG00000171126	KCNG3	2	42442017	42493982
ENSMUSG00000034452	Slc24a1	ENSG00000074621	SLC24A1	15	65611366	65660995
ENSMUSG00000061086	Myl4	ENSG00000198336	MYL4	17	47200446	47223679
ENSMUSG00000030650	Tmc5	ENSG00000103534	TMC5	16	19410496	19499113
ENSMUSG00000070331	Qrich2	ENSG00000129646	QRICH2	17	76274049	76307998
ENSMUSG00000071226	Cecr2	ENSG00000099954	CECR2	22	17359949	17558149
ENSMUSG00000027546	Atp9a	ENSG00000054793	ATP9A	20	51596514	51768634
ENSMUSG00000027298	Tyro3	ENSG00000092445	TYRO3	15	41557675	41583589
ENSMUSG00000038943	Prc1	ENSG00000198901	PRC1	15	90966040	90995629
ENSMUSG00000043099	Hic1	ENSG00000177374	HIC1	17	2054154	2063241
ENSMUSG00000078941	Ak6	ENSG00000273841	TAF9	5	69364743	69370013
ENSMUSG00000023939	Mrpl14	ENSG00000180992	MRPL14	6	44113451	44127452
ENSMUSG00000035829	Ppp1r26	ENSG00000196422	PPP1R26	9	135479079	135488893
ENSMUSG00000052087	Rgs14	ENSG00000169220	RGS14	5	177357924	177372596
ENSMUSG00000075593	Gal3st4	ENSG00000197093	GAL3ST4	7	100159244	100168617
ENSMUSG00000015869	Prpsap1	ENSG00000161542	PRPSAP1	17	76309486	76384521
ENSMUSG00000038268	Ovca2	ENSG00000262664	OVCA2	17	2042022	2043425
ENSMUSG00000078789	Dph1	ENSG00000108963	DPH1	17	2030110	2043430
ENSMUSG00000021945	Zmym2	ENSG00000121741	ZMYM2	13	19958670	20091829
ENSMUSG00000020135	Apc2	ENSG00000115266	APC2	19	1446302	1473244
ENSMUSG00000036948	Map11	ENSG00000146826	MAP11	7	100154420	100158723
ENSMUSG00000020689	Itgb3	ENSG00000259207	ITGB3	17	47253846	47311816
ENSMUSG00000020689	Itgb3	ENSG00000259753	AC068234.1	17	47253897	47344292
ENSMUSG00000026335	Pam	ENSG00000145730	PAM	5	102753981	103031105
ENSMUSG00000032046	Abhd12	ENSG00000100997	ABHD12	20	25294743	25390983
ENSMUSG00000022372	Sla	ENSG00000155926	SLA	8	133036728	133102912
ENSMUSG00000027933	Ints3	ENSG00000143624	INTS3	1	153728050	153774808
ENSMUSG00000050150	Slc9b1	ENSG00000164037	SLC9B1	4	102885048	103019739
ENSMUSG00000074971	Fibin	ENSG00000176971	FIBIN	11	26994184	26996121
ENSMUSG00000051853	Arf3	ENSG00000134287	ARF3	12	48935723	48957487
ENSMUSG00000033237	Arid2	ENSG00000189079	ARID2	12	45729706	45908040
ENSMUSG00000106247	Gm43720	ENSG00000213420	GPC2	7	100169606	100177381
ENSMUSG00000020133	2310011J03Rik	ENSG00000119559	C19orf25	19	1461143	1479556
ENSMUSG00000096606	Tpbgl	ENSG00000261594	TPBGL	11	75240905	75243697
ENSMUSG00000039873	Neurl2	ENSG00000124257	NEURL2	20	45888625	45891287
ENSMUSG00000030207	Fam234b	ENSG00000084444	FAM234B	12	13044381	13142521
ENSMUSG00000026831	1700007K13Rik	ENSG00000160345	C9orf116	9	135495181	135501734
ENSMUSG00000003752	Itpkc	ENSG00000086544	ITPKC	19	40717112	40740860
ENSMUSG00000002059	Rab34	ENSG00000109113	RAB34	17	28714281	28718429
ENSMUSG00000014778	Fhod1	ENSG00000135723	FHOD1	16	67229387	67247481
ENSMUSG00000061878	Sphk1	ENSG00000176170	SPHK1	17	76376584	76387860
ENSMUSG00000027618	Nfs1	ENSG00000272897	AL109827.1	20	35632340	35674544
ENSMUSG00000027618	Nfs1	ENSG00000244005	NFS1	20	35668052	35699355
ENSMUSG00000045752	Tssc4	ENSG00000184281	TSSC4	11	2400488	2403878
ENSMUSG00000042978	Sbk1	ENSG00000188322	SBK1	16	28259228	28323849
ENSMUSG00000054675	Tmem119	ENSG00000183160	TMEM119	12	108589851	108598320
ENSMUSG00000054469	Lclat1	ENSG00000172954	LCLAT1	2	30447226	30644225
ENSMUSG00000061479	Snrpa	ENSG00000077312	SNRPA	19	40750637	40765389
ENSMUSG00000018481	Appbp2	ENSG00000062725	APPBP2	17	60443158	60526242
ENSMUSG00000016349	Eef1a2	ENSG00000101210	EEF1A2	20	63488014	63499185
ENSMUSG00000040632	Nrl	ENSG00000129535	NRL	14	24080107	24115014
ENSMUSG00000014856	Tmem208	ENSG00000168701	TMEM208	16	67227103	67229278
ENSMUSG00000027329	Spef1	ENSG00000101222	SPEF1	20	3777504	3781448
ENSMUSG00000030742	Lat	ENSG00000213658	LAT	16	28984826	28990783
ENSMUSG00000044860	Gm1123	ENSG00000277666	AC136352.3	KI270727.1	100123	101141
ENSMUSG00000044860	Gm1123	ENSG00000154639	CXADR	21	17513043	17593579
ENSMUSG00000030206	Gsg1	ENSG00000111305	GSG1	12	13083532	13103683
ENSMUSG00000009246	Trpm5	ENSG00000070985	TRPM5	11	2404515	2423045
ENSMUSG00000078786	BC024978	ENSG00000188493	C19orf54	19	40740856	40751553
ENSMUSG00000003345	Csnk1g2	ENSG00000133275	CSNK1G2	19	1941172	1981338
ENSMUSG00000074151	Nlrc5	ENSG00000140853	NLRC5	16	56989485	57083531
ENSMUSG00000031068	Glrx3	ENSG00000108010	GLRX3	10	130136391	130184521
ENSMUSG00000033917	Gde1	ENSG00000006007	GDE1	16	19501693	19522123
ENSMUSG00000025963	Mdh1b	ENSG00000138400	MDH1B	2	206737763	206765328
ENSMUSG00000051985	Igfn1	ENSG00000163395	IGFN1	1	201190825	201228952
ENSMUSG00000048163	Selplg	ENSG00000110876	SELPLG	12	108622277	108633959
ENSMUSG00000027327	1700037H04Rik	ENSG00000101220	C20orf27	20	3753508	3768387
ENSMUSG00000040565	Btaf1	ENSG00000095564	BTAF1	10	91923770	92030325
ENSMUSG00000035772	Mrps2	ENSG00000122140	MRPS2	9	135499984	135504673
ENSMUSG00000038930	Rccd1	ENSG00000166965	RCCD1	15	90954870	90963125
ENSMUSG00000089824	Rbm12	ENSG00000244462	RBM12	20	35648925	35664956
ENSMUSG00000042770	Hebp1	ENSG00000013583	HEBP1	12	12974870	13000265
ENSMUSG00000016344	Ppdpf	ENSG00000125534	PPDPF	20	63520765	63522206
ENSMUSG00000022387	Brd1	ENSG00000100425	BRD1	22	49773283	49827512
ENSMUSG00000020525	Ppm1d	ENSG00000170836	PPM1D	17	60600183	60666280
ENSMUSG00000063268	Parp10	ENSG00000178685	PARP10	8	143977153	144012772
ENSMUSG00000057540	Olfr310	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000037032	Apbb1	ENSG00000166313	APBB1	11	6395124	6419414
ENSMUSG00000079298	Klrb1b	ENSG00000111796	KLRB1	12	9594551	9607886
ENSMUSG00000047409	Ctdspl	ENSG00000144677	CTDSPL	3	37861880	37984469
ENSMUSG00000024695	Zfp91	ENSG00000255073	ZFP91-CNTF	11	58579172	58624639
ENSMUSG00000024695	Zfp91	ENSG00000186660	ZFP91	11	58579063	58621550
ENSMUSG00000039686	Zer1	ENSG00000160445	ZER1	9	128729786	128772414
ENSMUSG00000054054	Olfr309	ENSG00000197437	OR13G1	1	247670812	247679739
ENSMUSG00000040618	Pck2	ENSG00000100889	PCK2	14	24094053	24110598
ENSMUSG00000096145	Vkorc1	ENSG00000167397	VKORC1	16	31090842	31095980
ENSMUSG00000054498	Olfr308	ENSG00000169214	OR6F1	1	247711436	247716646
ENSMUSG00000067847	Romo1	ENSG00000125995	ROMO1	20	35699272	35700984
ENSMUSG00000049728	Zfp668	ENSG00000167394	ZNF668	16	31060843	31074240
ENSMUSG00000055610	Olfr307	ENSG00000241128	OR14A2	1	247722957	247724043
ENSMUSG00000016262	Sertad4	ENSG00000082497	SERTAD4	1	210232796	210246631
ENSMUSG00000030553	Pgpep1l	ENSG00000183571	PGPEP1L	15	98968229	99007792
ENSMUSG00000068267	Cenpb	ENSG00000125817	CENPB	20	3783851	3786740
ENSMUSG00000023345	Poc1a	ENSG00000164087	POC1A	3	52075253	52154690
ENSMUSG00000079415	Cntf	ENSG00000242689	CNTF	11	58622665	58625733
ENSMUSG00000039115	Itga9	ENSG00000144668	ITGA9	3	37452115	37823507
ENSMUSG00000027330	Cdc25b	ENSG00000101224	CDC25B	20	3786772	3806121
ENSMUSG00000055571	Olfr305	ENSG00000241128	OR14A2	1	247722957	247724043
ENSMUSG00000017802	Retreg3	ENSG00000141699	RETREG3	17	42579513	42610623
ENSMUSG00000033697	Arhgap39	ENSG00000147799	ARHGAP39	8	144529179	144605816
ENSMUSG00000030804	Gm21974	ENSG00000167397	VKORC1	16	31090842	31095980
ENSMUSG00000048982	Gphb5	ENSG00000179600	GPHB5	14	63312835	63318879
ENSMUSG00000107872	Gm44511	ENSG00000111796	KLRB1	12	9594551	9607886
ENSMUSG00000062426	Olfr304	ENSG00000241128	OR14A2	1	247722957	247724043
ENSMUSG00000049739	Zfp646	ENSG00000167395	ZNF646	16	31074422	31084196
ENSMUSG00000026628	Atf3	ENSG00000162772	ATF3	1	212565334	212620777
ENSMUSG00000059895	Ptp4a3	ENSG00000184489	PTP4A3	8	141391993	141432454
ENSMUSG00000030325	Klrb1c	ENSG00000111796	KLRB1	12	9594551	9607886
ENSMUSG00000074071	Fam169b	ENSG00000283597	FAM169B	15	98437162	98547728
ENSMUSG00000058099	Nfam1	ENSG00000235568	NFAM1	22	42380410	42432395
ENSMUSG00000044139	Prss53	ENSG00000151006	PRSS53	16	31083425	31089628
ENSMUSG00000030741	Spns1	ENSG00000169682	SPNS1	16	28974221	28984548
ENSMUSG00000022565	Plec	ENSG00000178209	PLEC	8	143915147	143976734
ENSMUSG00000071713	Csf2rb	ENSG00000100368	CSF2RB	22	36913628	36940439
ENSMUSG00000033306	Lpp	ENSG00000145012	LPP	3	188153284	188890671
ENSMUSG00000020690	Efcab3	ENSG00000172421	EFCAB3	17	62343941	62416479
ENSMUSG00000022139	Mbnl2	ENSG00000139793	MBNL2	13	97221434	97394120
ENSMUSG00000037499	Nenf	ENSG00000117691	NENF	1	212432920	212446379
ENSMUSG00000020802	Ube2o	ENSG00000175931	UBE2O	17	76389456	76453152
ENSMUSG00000034112	Atp2c2	ENSG00000064270	ATP2C2	16	84368527	84464187
ENSMUSG00000041733	Coq5	ENSG00000110871	COQ5	12	120503279	120534434
ENSMUSG00000030659	Nucb2	ENSG00000070081	NUCB2	11	17208153	17349980
ENSMUSG00000040838	Gm11639	ENSG00000178852	EFCAB13	17	47323290	47441312
ENSMUSG00000076617	Ighm	ENSG00000211899	IGHM	14	105851705	105856218
ENSMUSG00000091002	Tcerg1l	ENSG00000176769	TCERG1L	10	131092391	131311721
ENSMUSG00000023802	Nox3	ENSG00000074771	NOX3	6	155395370	155455903
ENSMUSG00000040928	S100pbp	ENSG00000116497	S100PBP	1	32816767	32858875
ENSMUSG00000022996	Wnt10b	ENSG00000169884	WNT10B	12	48965340	48971735
ENSMUSG00000026411	Tmem9	ENSG00000116857	TMEM9	1	201134772	201171574
ENSMUSG00000038751	Ptk6	ENSG00000101213	PTK6	20	63528001	63537376
ENSMUSG00000015405	Ace2	ENSG00000130234	ACE2	X	15561033	15602148
ENSMUSG00000020804	Aanat	ENSG00000129673	AANAT	17	76453351	76470117
ENSMUSG00000008690	Ncaph2	ENSG00000025770	NCAPH2	22	50508224	50524780
ENSMUSG00000048661	Lemd3	ENSG00000174106	LEMD3	12	65169583	65248355
ENSMUSG00000026356	Dars	ENSG00000115866	DARS	2	135905881	135986100
ENSMUSG00000082229	Nap1l2	ENSG00000186462	NAP1L2	X	73212299	73214848
ENSMUSG00000030722	Nfatc2ip	ENSG00000176953	NFATC2IP	16	28950807	28967097
ENSMUSG00000038406	Scaf1	ENSG00000126461	SCAF1	19	49642209	49658642
ENSMUSG00000055817	Mta3	ENSG00000057935	MTA3	2	42494569	42756947
ENSMUSG00000033904	Ccp110	ENSG00000103540	CCP110	16	19523811	19553408
ENSMUSG00000061549	Olfr301	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000027579	Srms	ENSG00000125508	SRMS	20	63540810	63547504
ENSMUSG00000092401	Olfr300-ps1	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000061259	Tmprss11d	ENSG00000153802	TMPRSS11D	4	67820876	67884032
ENSMUSG00000018697	Aatf	ENSG00000275700	AATF	17	36948954	37056871
ENSMUSG00000020168	Olfr299	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000030724	Cd19	ENSG00000177455	CD19	16	28931939	28939347
ENSMUSG00000020806	Rhbdf2	ENSG00000129667	RHBDF2	17	76470891	76501790
ENSMUSG00000062878	Olfr298	ENSG00000241128	OR14A2	1	247722957	247724043
ENSMUSG00000020691	Mettl2	ENSG00000087995	METTL2A	17	62423867	62450822
ENSMUSG00000020691	Mettl2	ENSG00000165055	METTL2B	7	128476729	128506602
ENSMUSG00000057067	Olfr297	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000026566	Mpzl1	ENSG00000197965	MPZL1	1	167721192	167791919
ENSMUSG00000041769	Ppp2r2d	ENSG00000175470	PPP2R2D	10	131901008	131959834
ENSMUSG00000092372	Olfr296-ps1	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000020890	Gucy2e	ENSG00000132518	GUCY2D	17	8002594	8020339
ENSMUSG00000024696	Lpxn	ENSG00000110031	LPXN	11	58526871	58578220
ENSMUSG00000059319	Olfr295	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000062042	Olfr294	ENSG00000241128	OR14A2	1	247722957	247724043
ENSMUSG00000022997	Wnt1	ENSG00000125084	WNT1	12	48978453	48981676
ENSMUSG00000016200	Syt14	ENSG00000143469	SYT14	1	209900923	210171389
ENSMUSG00000063394	Olfr293	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000041644	Slc5a12	ENSG00000148942	SLC5A12	11	26667020	26723427
ENSMUSG00000035378	Shq1	ENSG00000144736	SHQ1	3	72749277	72861914
ENSMUSG00000060688	Olfr292	ENSG00000177174	OR14C36	1	248348775	248349713
ENSMUSG00000026627	Tmem206	ENSG00000065600	TMEM206	1	212363931	212414901
ENSMUSG00000041775	Mapk1ip1	ENSG00000168175	MAPK1IP1L	14	55051647	55070194
ENSMUSG00000046272	Olfr1444	ENSG00000198283	OR5B21	11	58507175	58508105
ENSMUSG00000018340	Anxa6	ENSG00000197043	ANXA6	5	151100706	151157785
ENSMUSG00000001773	Folh1	ENSG00000086205	FOLH1	11	49145092	49208638
ENSMUSG00000031629	Cenpu	ENSG00000151725	CENPU	4	184694085	184734130
ENSMUSG00000072845	Tmprss11a	ENSG00000187054	TMPRSS11A	4	67909385	67964140
ENSMUSG00000026829	Gbgt1	ENSG00000148288	GBGT1	9	133152948	133163933
ENSMUSG00000026626	Ppp2r5a	ENSG00000066027	PPP2R5A	1	212285410	212361853
ENSMUSG00000047841	Fndc11	ENSG00000125531	FNDC11	20	63547891	63556695
ENSMUSG00000044827	Tlr1	ENSG00000174125	TLR1	4	38790677	38856817
ENSMUSG00000045126	Olfr1445	ENSG00000172362	OR5B12	11	58439077	58442758
ENSMUSG00000034105	Meak7	ENSG00000140950	MEAK7	16	84476355	84554033
ENSMUSG00000057817	Olfr1446	ENSG00000172769	OR5B3	11	58402464	58406874
ENSMUSG00000012777	Acp4	ENSG00000142513	ACP4	19	50790415	50795224
ENSMUSG00000035198	Tubg1	ENSG00000131462	TUBG1	17	42609683	42615238
ENSMUSG00000030074	Gxylt2	ENSG00000172986	GXYLT2	3	72888073	72998138
ENSMUSG00000051615	Rap2a	ENSG00000125249	RAP2A	13	97434169	97469128
ENSMUSG00000009545	Kcnq1	ENSG00000053918	KCNQ1	11	2444684	2849110
ENSMUSG00000021051	Ppp2r5e	ENSG00000154001	PPP2R5E	14	63371364	63543377
ENSMUSG00000075410	Prcd	ENSG00000214140	PRCD	17	76527586	76553578
ENSMUSG00000022935	Grik1	ENSG00000171189	GRIK1	21	29536933	29940033
ENSMUSG00000045287	Rtn4rl1	ENSG00000185924	RTN4RL1	17	1934677	2025334
ENSMUSG00000032226	Gcnt3	ENSG00000140297	GCNT3	15	59594875	59640239
ENSMUSG00000043705	Capn13	ENSG00000162949	CAPN13	2	30722771	30820542
ENSMUSG00000031326	Cdx4	ENSG00000131264	CDX4	X	73447254	73455245
ENSMUSG00000032462	Pik3cb	ENSG00000051382	PIK3CB	3	138652699	138834938
ENSMUSG00000018698	Lhx1	ENSG00000273706	LHX1	17	36936785	36944612
ENSMUSG00000020810	Cygb	ENSG00000161544	CYGB	17	76527356	76551175
ENSMUSG00000062204	Olfr1373	ENSG00000174339	OR2Y1	5	180739042	180740099
ENSMUSG00000009013	Dynll1	ENSG00000088986	DYNLL1	12	120469850	120498493
ENSMUSG00000033228	Scaf11	ENSG00000139218	SCAF11	12	45919131	45992120
ENSMUSG00000060170	Olfr1371	ENSG00000174339	OR2Y1	5	180739042	180740099
ENSMUSG00000110170	St6galnac2	ENSG00000284526	AC015802.6	17	76563710	76570544
ENSMUSG00000051498	Tlr6	ENSG00000174130	TLR6	4	38823715	38856817
ENSMUSG00000032224	Fam81a	ENSG00000157470	FAM81A	15	59372693	59523555
ENSMUSG00000022615	Tymp	ENSG00000025708	TYMP	22	50525752	50530032
ENSMUSG00000030737	Slco2b1	ENSG00000137491	SLCO2B1	11	75100563	75206549
ENSMUSG00000059439	Bcas3	ENSG00000141376	BCAS3	17	60677453	61392838
ENSMUSG00000038225	Primpol	ENSG00000164306	PRIMPOL	4	184649667	184694963
ENSMUSG00000031698	Mylk3	ENSG00000140795	MYLK3	16	46702282	46790407
ENSMUSG00000036764	Dnajc12	ENSG00000108176	DNAJC12	10	67796669	67838188
ENSMUSG00000001228	Uhrf1	ENSG00000276043	UHRF1	19	4903080	4962154
ENSMUSG00000097918	Ascl5	ENSG00000232237	ASCL5	1	201113953	201127184
ENSMUSG00000020866	Cacna1g	ENSG00000006283	CACNA1G	17	50560715	50627474
ENSMUSG00000091780	Sco2	ENSG00000284194	SCO2	22	50523568	50526461
ENSMUSG00000045007	Tubg2	ENSG00000037042	TUBG2	17	42659284	42667006
ENSMUSG00000022554	Hgh1	ENSG00000235173	HGH1	8	144137774	144140851
ENSMUSG00000057286	St6galnac2	ENSG00000070731	ST6GALNAC2	17	76565379	76586956
ENSMUSG00000030657	Xylt1	ENSG00000103489	XYLT1	16	17101769	17470881
ENSMUSG00000060303	Olfr1447	ENSG00000172769	OR5B3	11	58402464	58406874
ENSMUSG00000040712	Camta2	ENSG00000108509	CAMTA2	17	4967992	4987675
ENSMUSG00000043439	Epop	ENSG00000273604	EPOP	17	38671703	38675421
ENSMUSG00000034401	Spata6	ENSG00000132122	SPATA6	1	48295373	48472208
ENSMUSG00000029538	Srsf9	ENSG00000111786	SRSF9	12	120461672	120469748
ENSMUSG00000036552	Ermard	ENSG00000130023	ERMARD	6	169751622	169781600
ENSMUSG00000020186	Csrp2	ENSG00000175183	CSRP2	12	76858709	76879023
ENSMUSG00000021490	Slc34a1	ENSG00000131183	SLC34A1	5	177379235	177398848
ENSMUSG00000078566	Bnip3	ENSG00000176171	BNIP3	10	131966455	131982013
ENSMUSG00000035372	1810055G02Rik	ENSG00000171067	C11orf24	11	68261338	68272001
ENSMUSG00000031827	Cotl1	ENSG00000103187	COTL1	16	84565596	84618078
ENSMUSG00000030802	Bckdk	ENSG00000103507	BCKDK	16	31106107	31112791
ENSMUSG00000018405	Mrm1	ENSG00000278619	MRM1	17	36601583	36608964
ENSMUSG00000061923	Odf1	ENSG00000155087	ODF1	8	102551589	102561018
ENSMUSG00000031950	Gabarapl2	ENSG00000034713	GABARAPL2	16	75566375	75577881
ENSMUSG00000052748	Swt1	ENSG00000116668	SWT1	1	185157080	185291781
